Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4,Gejala_5,Gejala_6,Gejala_7,Gejala_8,Gejala_9,Gejala_10,Gejala_11,Gejala_12,Gejala_13,Gejala_14,Gejala_15,Gejala_16,Gejala_17
Hepatitis C, kelelahan, kulit_kekuningan, kehilangan_nafsu_makan, menguningnya_mata, riwayat_keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, menguningnya_mata, riwayat_keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, riwayat_keluarga,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, menguningnya_mata,,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, menguningnya_mata, riwayat_keluarga,,,,,,,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, menguningnya_mata, riwayat_keluarga,,,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,
Hepatitis D, muntah, kelelahan, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, kelelahan, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, urine_gelap, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, urine_gelap, mual, nyeri_perut, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, menguningnya_mata,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut,,,,,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,
Hepatitis E, muntah, kelelahan, demam_tinggi, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, kelelahan, demam_tinggi, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, muntah, demam_tinggi, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, kulit_kekuningan, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, kulit_kekuningan, urine_gelap, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Hepatitis alkoholik, kulit_kekuningan, nyeri_perut, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, nyeri_perut, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut,distensi_perut,kelebihan_cairan,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,,,,,,,,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut,distensi_perut, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, batuk, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, batuk, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,
Tuberkulosis (TBC), muntah, kelelahan, penurunan_berat_badan, batuk, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, kelelahan, penurunan_berat_badan, batuk, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, muntah, penurunan_berat_badan, batuk, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, batuk, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, batuk, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, batuk, demam_tinggi, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, batuk, demam_tinggi, sesak_napas, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot
Pilek, kedinginan, kelelahan, batuk, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kelelahan, batuk, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kedinginan, batuk, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, demam_tinggi,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, demam_tinggi, sakit_kepala, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, demam_tinggi, sakit_kepala,kelenjar_getah_bening_bengkak,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot,
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, sesak_napas, berkeringat, rasa_tidak_enak_badan, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, sesak_napas, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, sesak_napas, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,
Pneumonia, kelelahan, batuk, demam_tinggi, sesak_napas, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, batuk, demam_tinggi, sesak_napas, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, kelelahan, demam_tinggi, sesak_napas, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, kelelahan, batuk, sesak_napas, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, sesak_napas, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, sesak_napas, berkeringat,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,
Wasir (ambeien) dimorfik, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,iritasi_di_anus,,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada,,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada,,,,,,,,,,,,,
Serangan jantung, sesak_napas, berkeringat, nyeri_dada,,,,,,,,,,,,,,
Serangan jantung, muntah, berkeringat, nyeri_dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, nyeri_dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada,,,,,,,,,,,,,
Serangan jantung, sesak_napas, berkeringat, nyeri_dada,,,,,,,,,,,,,,
Serangan jantung, muntah, berkeringat, nyeri_dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, nyeri_dada,,,,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas,kaki_bengkak, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas,kaki_bengkak, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,
Varises, kram, memar, obesitas,kaki_bengkak, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Varises, kelelahan, memar, obesitas,kaki_bengkak, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Varises, kelelahan, kram, obesitas,kaki_bengkak, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Varises, kelelahan, kram, memar,kaki_bengkak, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas,kaki_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas,kaki_bengkak, pembuluh_darah_bengkak,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas,kaki_bengkak,vena_menonjol_di_betis,,,,,,,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,
Hipotiroidisme, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, kelelahan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,
Hipertiroidisme, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, penurunan_berat_badan, gelisah, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, gelisah, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat, diare, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat, diare,denyut_jantung_cepat, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,
Hipoglikemia, kelelahan, kecemasan, berkeringat, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kecemasan, berkeringat, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, berkeringat, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, sakit_kepala, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit_kepala, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit_kepala, mual, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,
Osteoartritis, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,,
Osteoartritis, nyeri_sendi, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, berjalan_sakit,,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi,,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,
Artritis, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,,
Artritis, kelemahan_otot, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, berjalan_sakit,,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan,,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, berjalan_sakit,,,,,,,,,,,,
Vertigo posisional paroksismal, muntah, sakit_kepala, mual, gerakan_putar, kehilangan_keseimbangan,ketidakstabilan,,,,,,,,,,,
Vertigo posisional paroksismal, muntah, sakit_kepala, mual, gerakan_putar, kehilangan_keseimbangan,ketidakstabilan,,,,,,,,,,,
